UniprotID	logFC	AveExpr	t	P.Value	adj.P.Val	B	PG.Genes	PG.ProteinDescriptions	contrast
Q7Z2W9	1.76784269384136	14.7614097274684	11.6765112370773	9.2314493829729e-09	2.07481666551573e-07	10.5533864968643	MRPL21	39S ribosomal protein L21, mitochondrial	AMP_vs_Beads_unst
Q17RN3	-3.32427932451159	13.883061313867	-11.6625646107278	9.37791748733648e-09	2.0930990836319e-07	10.5376037863631	FAM98C	Protein FAM98C	AMP_vs_Beads_unst
Q99832	-1.11671137487498	17.9257714512252	-11.6530349144376	9.47941721967892e-09	2.10116185821021e-07	10.5268096278793	CCT7	T-complex protein 1 subunit eta	AMP_vs_Beads_unst
Q8WWY3	1.86662387491548	14.9198141532341	11.6264930990368	9.76831122457583e-09	2.15036659423197e-07	10.4967037527538	PRPF31	U4/U6 small nuclear ribonucleoprotein Prp31	AMP_vs_Beads_unst
Q14152	-1.72351509583841	17.1970964162946	-11.6179800311565	9.86294100993042e-09	2.15437368923777e-07	10.4870343292257	EIF3A	Eukaryotic translation initiation factor 3 subunit A	AMP_vs_Beads_unst
Q8IUF8	2.69149055584511	14.976646999973	11.612837507625	9.92057579362755e-09	2.15437368923777e-07	10.4811901673111	RIOX2	Ribosomal oxygenase 2	AMP_vs_Beads_unst
P27708	-1.2156171363498	17.6646941623218	-11.591289029675	1.01659990862392e-08	2.19285376262904e-07	10.4566761091181	CAD	CAD protein	AMP_vs_Beads_unst
Q9Y3D9	1.58003653358535	17.7710765025687	11.5685625835941	1.04318404800553e-08	2.23519568685985e-07	10.4307772062634	MRPS23	28S ribosomal protein S23, mitochondrial	AMP_vs_Beads_unst
O43852	-2.65892221717144	16.4394687258551	-11.5409392448325	1.07649419800797e-08	2.29129294860768e-07	10.3992358008568	CALU	Calumenin	AMP_vs_Beads_unst
P61353	2.81581484322069	17.2462520153735	11.4798690332126	1.15421305955609e-08	2.44055314040346e-07	10.3292608354257	RPL27	60S ribosomal protein L27	AMP_vs_Beads_unst
P18077	2.55012273795646	16.2025499271172	11.4710535105334	1.16591512808079e-08	2.44918380500108e-07	10.3191322093276	RPL35A	60S ribosomal protein L35a	AMP_vs_Beads_unst
P18859	-1.49772701671835	15.5292247756835	-11.4381564619167	1.2107087214904e-08	2.51382065480233e-07	10.2812730992729	ATP5PF	ATP synthase-coupling factor 6, mitochondrial	AMP_vs_Beads_unst
Q9NR30	2.92060270630955	18.219189648708	11.436991609044	1.2123279449109e-08	2.51382065480233e-07	10.2799307510282	DDX21	Nucleolar RNA helicase 2	AMP_vs_Beads_unst
P11717	-1.44002227842629	14.7287315828267	-11.4070130611683	1.25480132728684e-08	2.58521247814097e-07	10.2453418929084	IGF2R	Cation-independent mannose-6-phosphate receptor	AMP_vs_Beads_unst
P49368	-1.11836622913158	18.8466896114302	-11.3715470790736	1.3070991938468e-08	2.67580688472841e-07	10.2043162672117	CCT3	T-complex protein 1 subunit gamma	AMP_vs_Beads_unst
Q05519	1.82605306584473	16.2911710828768	11.3633666420322	1.31948748089717e-08	2.67805969952921e-07	10.1948372012989	SRSF11	Serine/arginine-rich splicing factor 11	AMP_vs_Beads_unst
O60749	3.03622602554569	12.9820917529851	11.3598412641712	1.32486463044538e-08	2.67805969952921e-07	10.1907502932035	SNX2	Sorting nexin-2	AMP_vs_Beads_unst
Q9BYD6	1.72813348871666	14.5607434235654	11.3071874063026	1.40800564839528e-08	2.82833134621402e-07	10.1295742940351	MRPL1	39S ribosomal protein L1, mitochondrial	AMP_vs_Beads_unst
Q7L014	1.66892744395923	15.3631581635756	11.2969498139921	1.42480481107617e-08	2.83552837804406e-07	10.117650198458	DDX46	Probable ATP-dependent RNA helicase DDX46	AMP_vs_Beads_unst
P30419	2.42090119486438	15.3620098913968	11.2942723584007	1.42923334549825e-08	2.83552837804406e-07	10.114530078985	NMT1	Glycylpeptide N-tetradecanoyltransferase 1	AMP_vs_Beads_unst
O14950;P19105	-1.73281238503978	16.1621412503126	-11.2679542672484	1.47354980754178e-08	2.90551477388912e-07	10.0838256824832	MYL12B;MYL12A	Myosin regulatory light chain 12B;Myosin regulatory light chain 12A	AMP_vs_Beads_unst
P28074	-3.20180107903635	14.5409277628145	-11.2473885621143	1.509194874013e-08	2.9522791630461e-07	10.0597879183389	PSMB5	Proteasome subunit beta type-5	AMP_vs_Beads_unst
Q8N5L8	2.05404649691465	16.0059162402099	11.2425454229182	1.5177216121282e-08	2.9522791630461e-07	10.0541214361351	RPP25L	Ribonuclease P protein subunit p25-like protein	AMP_vs_Beads_unst
P49720	-2.64131519302298	14.7488696350701	-11.2385334716574	1.52482371208977e-08	2.9522791630461e-07	10.0494258016965	PSMB3	Proteasome subunit beta type-3	AMP_vs_Beads_unst
Q9Y678	-1.75977523730392	15.2930379132003	-11.2329908371958	1.5346935869036e-08	2.95359592114261e-07	10.0429361862619	COPG1	Coatomer subunit gamma-1	AMP_vs_Beads_unst
O15226	2.4081547362461	16.5617315679065	11.2140492624066	1.56893842062138e-08	2.98921681715444e-07	10.0207368762894	NKRF	NF-kappa-B-repressing factor	AMP_vs_Beads_unst
Q5VWQ0	2.6217680927583	14.3907701936005	11.2124844708817	1.57180349128532e-08	2.98921681715444e-07	10.0189014699228	RSBN1	Lysine-specific demethylase 9	AMP_vs_Beads_unst
Q9UKN8	1.43415584422349	16.271251003444	11.1959963086938	1.60233254655293e-08	3.02935106154183e-07	9.99954801990159	GTF3C4	General transcription factor 3C polypeptide 4	AMP_vs_Beads_unst
Q9Y3A3	-2.65025621199916	14.0544168982861	-11.1801068442803	1.63234930473442e-08	3.06805302071136e-07	9.98087337945451	MOB4	MOB-like protein phocein	AMP_vs_Beads_unst
Q9Y2Q9	1.55793095956468	17.5998382299764	11.152717699055	1.68550026824719e-08	3.14953364078283e-07	9.94862808427593	MRPS28	28S ribosomal protein S28, mitochondrial	AMP_vs_Beads_unst
Q13085	-1.92177214059724	21.9145981204376	-11.134514493481	1.72183940085122e-08	3.19883921059874e-07	9.9271586352372	ACACA	Acetyl-CoA carboxylase 1	AMP_vs_Beads_unst
Q96SI9	2.92785855279562	14.0655759570984	11.1181234897548	1.75527286729298e-08	3.24221091694232e-07	9.90779999861503	STRBP	Spermatid perinuclear RNA-binding protein	AMP_vs_Beads_unst
Q15018	-2.98878444413665	14.5731356397275	-11.1069713066705	1.77841400869068e-08	3.26618435653249e-07	9.89461427345231	ABRAXAS2	BRISC complex subunit Abraxas 2	AMP_vs_Beads_unst
P40227	-1.13465816052901	18.0285005577268	-11.0770866022532	1.84203714656663e-08	3.3638110165143e-07	9.85922258882334	CCT6A	T-complex protein 1 subunit zeta	AMP_vs_Beads_unst
P28070	-2.33016488530716	15.3439616966268	-11.0579942269456	1.88394555819831e-08	3.42090453336122e-07	9.83656791582659	PSMB4	Proteasome subunit beta type-4	AMP_vs_Beads_unst
Q9UFW8	2.16874658900194	14.5032374705793	11.0309290712991	1.94509743620055e-08	3.50667611661028e-07	9.8043938439578	CGGBP1	CGG triplet repeat-binding protein 1	AMP_vs_Beads_unst
Q96RQ3	-2.16629545788174	20.8821472586904	-11.0274964185129	1.95300256650044e-08	3.50667611661028e-07	9.80030827448866	MCCC1	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	AMP_vs_Beads_unst
Q15653	-2.7687165215277	14.9803890681387	-11.0091431181741	1.99585138068337e-08	3.56370352084242e-07	9.77844507004073	NFKBIB	NF-kappa-B inhibitor beta	AMP_vs_Beads_unst
P82912	1.7446635363334	15.1659547599129	10.9982732050283	2.02169857357584e-08	3.58991116876948e-07	9.76548129692463	MRPS11	28S ribosomal protein S11, mitochondrial	AMP_vs_Beads_unst
P11387	2.54704296468461	15.1011696269531	10.9927597624471	2.03494439659032e-08	3.59357763222049e-07	9.75890151001554	TOP1	DNA topoisomerase 1	AMP_vs_Beads_unst
Q96KR1	2.35877243773644	14.1346755584137	10.9725844534375	2.08420549338187e-08	3.66045707963351e-07	9.73479945207169	ZFR	Zinc finger RNA-binding protein	AMP_vs_Beads_unst
P26368	2.1447316925067	17.8982367138873	10.9639670950957	2.10563044174328e-08	3.67749130746945e-07	9.72449305409651	U2AF2	Splicing factor U2AF 65 kDa subunit	AMP_vs_Beads_unst
Q8IVS2	3.07340809867707	14.2603674836759	10.9555128434311	2.12687716082716e-08	3.67749130746945e-07	9.71437484074743	MCAT	Malonyl-CoA-acyl carrier protein transacylase, mitochondrial	AMP_vs_Beads_unst
Q99613	-1.6718413884277	17.7534243278954	-10.9549772546448	2.12823081266122e-08	3.67749130746945e-07	9.71373360757491	EIF3C	Eukaryotic translation initiation factor 3 subunit C	AMP_vs_Beads_unst
P49406	1.80902596625253	16.3767297905788	10.9406407525336	2.16480695585446e-08	3.7206896022012e-07	9.69655904714937	MRPL19	39S ribosomal protein L19, mitochondrial	AMP_vs_Beads_unst
P12814	-2.93596364326856	18.6234986420367	-10.9026578220133	2.27135027746479e-08	3.88304244243183e-07	9.64839137656123	ACTN1	Alpha-actinin-1	AMP_vs_Beads_unst
P55884	-1.33779217518949	17.3953836597678	-10.8891019032006	2.30190508524943e-08	3.91445658412258e-07	9.63465477567786	EIF3B	Eukaryotic translation initiation factor 3 subunit B	AMP_vs_Beads_unst
P25705	-0.913081084589884	17.6012823391054	-10.8729072773056	2.34686400926554e-08	3.96990575041023e-07	9.61515035567744	ATP5F1A	ATP synthase subunit alpha, mitochondrial	AMP_vs_Beads_unst
Q9BQ52	4.17399760443197	16.1019786574827	10.9994442803111	2.37917732971145e-08	4.00349525533644e-07	9.61666484751405	ELAC2	Zinc phosphodiesterase ELAC protein 2	AMP_vs_Beads_unst
P11142	-1.50105116929395	20.6754214335726	-10.8467122376739	2.42156975619113e-08	4.05360687312411e-07	9.58354808567363	HSPA8	Heat shock cognate 71 kDa protein	AMP_vs_Beads_unst
Q02878	2.70953683582627	16.9441071567952	10.8351858250555	2.45523780911623e-08	4.08867063134692e-07	9.569621341847	RPL6	60S ribosomal protein L6	AMP_vs_Beads_unst
P21953	-2.39629403445736	16.1895630628905	-10.8270266873533	2.47937030116773e-08	4.10757533399644e-07	9.55975531399557	BCKDHB	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial	AMP_vs_Beads_unst
Q96GC5	2.0222049743004	15.2337923251363	10.7793899185567	2.62538531414806e-08	4.29119027422676e-07	9.50202385210716	MRPL48	39S ribosomal protein L48, mitochondrial	AMP_vs_Beads_unst
Q92841	2.03769740581737	17.0114569967288	10.7787196622072	2.62750371812952e-08	4.29119027422676e-07	9.50120998606698	DDX17	Probable ATP-dependent RNA helicase DDX17	AMP_vs_Beads_unst
P62277	3.23213768188367	17.8490920051479	10.8322362542699	2.63025663977185e-08	4.29119027422676e-07	9.50636689055535	RPS13	40S ribosomal protein S13	AMP_vs_Beads_unst
Q9H0A0	2.73943733618028	14.1006003200991	10.762390686144	2.67967724286169e-08	4.34973871644316e-07	9.48136880682018	NAT10	RNA cytidine acetyltransferase	AMP_vs_Beads_unst
P09496	-1.54102061341146	14.9955755246202	-10.747453109145	2.72836838863085e-08	4.38560904569198e-07	9.46319548858273	CLTA	Clathrin light chain A	AMP_vs_Beads_unst
P82663	2.28027603022795	14.6523493417939	10.7468407378665	2.73038442415173e-08	4.38560904569198e-07	9.462450001234	MRPS25	28S ribosomal protein S25, mitochondrial	AMP_vs_Beads_unst
P61163	-2.17311314835474	16.0002438939241	-10.7428909090661	2.74342600288732e-08	4.38560904569198e-07	9.45764068443398	ACTR1A	Alpha-centractin	AMP_vs_Beads_unst
Q01130	1.89700474445343	17.8470230634928	10.7350455490571	2.76952631054943e-08	4.38560904569198e-07	9.4480836324956	SRSF2	Serine/arginine-rich splicing factor 2	AMP_vs_Beads_unst
P35613	-1.57157969667057	16.8117023191088	-10.7349032989577	2.77000197969966e-08	4.38560904569198e-07	9.44791029076602	BSG	Basigin	AMP_vs_Beads_unst
P49721	-2.27754132792254	17.1590939055524	-10.7143000631518	2.83982105658089e-08	4.47411023326028e-07	9.42278284089256	PSMB2	Proteasome subunit beta type-2	AMP_vs_Beads_unst
O75475	3.52999110914664	13.6673754811583	10.7023889048481	2.88103464479404e-08	4.50269468815422e-07	9.40823712460427	PSIP1	PC4 and SFRS1-interacting protein	AMP_vs_Beads_unst
P07919	-2.59443897307527	14.040580592461	-10.7009707968913	2.88598352756618e-08	4.50269468815422e-07	9.40650442451249	UQCRH	Cytochrome b-c1 complex subunit 6, mitochondrial	AMP_vs_Beads_unst
P28066	-2.32474111022973	15.6726131573255	-10.6790603355946	2.96360326991047e-08	4.58733757235646e-07	9.37970819820532	PSMA5	Proteasome subunit alpha type-5	AMP_vs_Beads_unst
P84103	2.61879814381819	16.4236240948641	10.67532792104	2.97704500986832e-08	4.58733757235646e-07	9.37513878437112	SRSF3	Serine/arginine-rich splicing factor 3	AMP_vs_Beads_unst
Q96EV2	-2.28948515562487	18.4348524032835	-10.6736651657241	2.98305399073585e-08	4.58733757235646e-07	9.373102711281	RBM33	RNA-binding protein 33	AMP_vs_Beads_unst
Q9NWU2	-1.91283369514775	14.4150087903955	-10.6611316175498	3.02876478217352e-08	4.63545238566937e-07	9.35774637829144	GID8	Glucose-induced degradation protein 8 homolog	AMP_vs_Beads_unst
Q15370	-1.67154720282051	15.8950792650587	-10.6334554253757	3.13235497390051e-08	4.77127435360959e-07	9.32378198032872	ELOB	Elongin-B	AMP_vs_Beads_unst
P53621	-1.36651971543549	17.501352601918	-10.6269317104588	3.15731610614729e-08	4.78176200802482e-07	9.31576498606891	COPA	Coatomer subunit alpha	AMP_vs_Beads_unst
Q9UNQ2	2.14301740815123	15.0417028631774	10.6238978855343	3.1689959791826e-08	4.78176200802482e-07	9.3120352800523	DIMT1	Probable dimethyladenosine transferase	AMP_vs_Beads_unst
O43172	1.75888796857746	16.1272488185947	10.6046127356014	3.24432160301227e-08	4.85531400809054e-07	9.28830524391909	PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4	AMP_vs_Beads_unst
P25963	-2.71488867602541	13.8641912433796	-10.6036947206154	3.24795429912715e-08	4.85531400809054e-07	9.28717472104087	NFKBIA	NF-kappa-B inhibitor alpha	AMP_vs_Beads_unst
Q13283	2.28012012527812	17.6061742412193	10.5915153186774	3.29656019055432e-08	4.889155596987e-07	9.27216801765576	G3BP1	Ras GTPase-activating protein-binding protein 1	AMP_vs_Beads_unst
Q13011	-1.83837706203001	16.1520386420449	-10.5876721198453	3.31205743565292e-08	4.889155596987e-07	9.26742960078007	ECH1	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	AMP_vs_Beads_unst
Q96EY7	1.77196525832938	15.4645557465951	10.5866409237485	3.3162287496676e-08	4.889155596987e-07	9.26615795193544	PTCD3	Pentatricopeptide repeat domain-containing protein 3, mitochondrial	AMP_vs_Beads_unst
P49590	2.73541263861565	15.7943377211605	10.582077425912	3.3347556741264e-08	4.89402042769053e-07	9.26052907219538	HARS2	Histidine--tRNA ligase, mitochondrial	AMP_vs_Beads_unst
Q6P158	1.74314147389585	14.5651221842914	10.5311282662068	3.54921893440798e-08	5.18508620690329e-07	9.19754420792434	DHX57	Putative ATP-dependent RNA helicase DHX57	AMP_vs_Beads_unst
Q9Y224	1.48537333151861	17.3136747146479	10.5147843485773	3.62107831315134e-08	5.24682434637002e-07	9.17728429576739	RTRAF	RNA transcription, translation and transport factor protein	AMP_vs_Beads_unst
O00233	-1.98518622019171	15.2879741975539	-10.5125743403236	3.63091289258389e-08	5.24682434637002e-07	9.17454271192058	PSMD9	26S proteasome non-ATPase regulatory subunit 9	AMP_vs_Beads_unst
Q8IZ69	3.33254993175612	13.390357862121	10.51043640047	3.64045373130216e-08	5.24682434637002e-07	9.17189006408968	TRMT2A	tRNA (uracil-5-)-methyltransferase homolog A	AMP_vs_Beads_unst
Q5EBL8	-1.7446624426652	15.0518783513492	-10.4934946081208	3.71700560523414e-08	5.33323929251005e-07	9.15085328866981	PDZD11	PDZ domain-containing protein 11	AMP_vs_Beads_unst
P25789	-1.94427146009633	16.6060133473195	-10.4811347070419	3.77393043288066e-08	5.36783907497236e-07	9.13548765519228	PSMA4	Proteasome subunit alpha type-4	AMP_vs_Beads_unst
P12004	-1.16572064396016	15.5318340374501	-10.4802199238254	3.77818015612247e-08	5.36783907497236e-07	9.13434979910569	PCNA	Proliferating cell nuclear antigen	AMP_vs_Beads_unst
Q3B726	2.16430652229126	14.6140999452864	10.4774188934632	3.79122423776828e-08	5.36783907497236e-07	9.13086520344246	POLR1F	DNA-directed RNA polymerase I subunit RPA43	AMP_vs_Beads_unst
Q96GM8	2.17692401158357	14.8065776650956	10.4551322726958	3.89672826967178e-08	5.49301958716013e-07	9.10311151534985	TOE1	Target of EGR1 protein 1	AMP_vs_Beads_unst
Q9Y262	-1.7305322052469	16.6112886199791	-10.4171963555893	4.08354174147213e-08	5.70953029354095e-07	9.05575404198291	EIF3L	Eukaryotic translation initiation factor 3 subunit L	AMP_vs_Beads_unst
P46736	-2.27264312602328	15.1225776950244	-10.416739350255	4.0858493077611e-08	5.70953029354095e-07	9.05518264744333	BRCC3	Lys-63-specific deubiquitinase BRCC36	AMP_vs_Beads_unst
O00161	-2.9319391078187	16.0353082191911	-10.4091261140363	4.12449507985023e-08	5.71579065746337e-07	9.04566068391713	SNAP23	Synaptosomal-associated protein 23	AMP_vs_Beads_unst
P61313	3.1150689243534	15.5806642387116	10.4088512755109	4.12589742542471e-08	5.71579065746337e-07	9.04531682998546	RPL15	60S ribosomal protein L15	AMP_vs_Beads_unst
P55769	2.54288101717924	15.1450505439919	10.4043681864265	4.14884363307425e-08	5.72291134622344e-07	9.03970689640583	SNU13	NHP2-like protein 1	AMP_vs_Beads_unst
Q15293	-2.18610186905096	15.9081156930755	-10.3854711441052	4.24706422293267e-08	5.81215036959037e-07	9.01603751450985	RCN1	Reticulocalbin-1	AMP_vs_Beads_unst
Q9HC38	2.55955735406437	14.2119882055114	10.3811522059012	4.26985701168642e-08	5.81215036959037e-07	9.01062274542123	GLOD4	Glyoxalase domain-containing protein 4	AMP_vs_Beads_unst
P60900	-2.35929066216952	15.4231245602967	-10.378801217104	4.2823186288761e-08	5.81215036959037e-07	9.00767444790393	PSMA6	Proteasome subunit alpha type-6	AMP_vs_Beads_unst
Q15369	-1.72410652894357	16.8984555600842	-10.3750703887566	4.30217343898404e-08	5.81215036959037e-07	9.0029945816805	ELOC	Elongin-C	AMP_vs_Beads_unst
Q9Y3B7	1.995924130937	14.9339575494743	10.3693878814264	4.33260255497208e-08	5.81215036959037e-07	8.9958638439267	MRPL11	39S ribosomal protein L11, mitochondrial	AMP_vs_Beads_unst
Q13247	2.56916155730288	16.7269871770327	10.3683087782503	4.33840676103884e-08	5.81215036959037e-07	8.99450935055435	SRSF6	Serine/arginine-rich splicing factor 6	AMP_vs_Beads_unst
O00232	-1.73967921337063	14.9859684749314	-10.3679896712034	4.3401247314925e-08	5.81215036959037e-07	8.99410878369777	PSMD12	26S proteasome non-ATPase regulatory subunit 12	AMP_vs_Beads_unst
Q9UBS4	2.69285746514164	16.3502941716022	10.3620651731245	4.37215172039902e-08	5.81320639443001e-07	8.98667002439356	DNAJB11	DnaJ homolog subfamily B member 11	AMP_vs_Beads_unst
P11021	-1.69322124038645	19.3183033544853	-10.3611562104167	4.37708757763554e-08	5.81320639443001e-07	8.98552841966669	HSPA5	Endoplasmic reticulum chaperone BiP	AMP_vs_Beads_unst
L0R819	-2.33258885991677	13.8317610145603	-10.3446048278125	4.46800613424674e-08	5.90020220403435e-07	8.96472605922075	ASDURF	ASNSD1 upstream open reading frame protein	AMP_vs_Beads_unst
Q8IXM2	2.86687768459007	14.3149126503949	10.3425725030165	4.47930721152577e-08	5.90020220403435e-07	8.96216982904239	BAP18	Chromatin complexes subunit BAP18	AMP_vs_Beads_unst
P34897	-1.37581759436213	17.9561034169943	-10.3216750860891	4.59728485068793e-08	6.03088714698408e-07	8.93586078717942	SHMT2	Serine hydroxymethyltransferase, mitochondrial	AMP_vs_Beads_unst
P22061	-1.7798972933799	19.802036414756	-10.3123323429035	4.65109171839188e-08	6.07112127545941e-07	8.92408413655033	PCMT1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	AMP_vs_Beads_unst
Q6PKG0	1.55063015497141	16.5121051245074	10.3098097399828	4.66573414759948e-08	6.07112127545941e-07	8.92090282463492	LARP1	La-related protein 1	AMP_vs_Beads_unst
Q9NZI8	2.12122330630539	17.3114857223266	10.2888066555684	4.7895609655081e-08	6.20711650933187e-07	8.89438994049612	IGF2BP1	Insulin-like growth factor 2 mRNA-binding protein 1	AMP_vs_Beads_unst
Q5H9R7	-1.62321463382012	14.840504508254	-10.2692367864302	4.90807712948228e-08	6.33516461612693e-07	8.86964534229187	PPP6R3	Serine/threonine-protein phosphatase 6 regulatory subunit 3	AMP_vs_Beads_unst
P25788	-1.92670763267798	16.4353512271649	-10.2476821530228	5.04222054617647e-08	6.47470513322509e-07	8.84234538563587	PSMA3	Proteasome subunit alpha type-3	AMP_vs_Beads_unst
Q99460	-1.2685552452777	15.0286177536014	-10.2430862592835	5.0713223351661e-08	6.47470513322509e-07	8.83651825299393	PSMD1	26S proteasome non-ATPase regulatory subunit 1	AMP_vs_Beads_unst
Q09161	2.49761473949828	14.354130410997	10.242252623362	5.07662007956665e-08	6.47470513322509e-07	8.83546105181886	NCBP1	Nuclear cap-binding protein subunit 1	AMP_vs_Beads_unst
Q6PD74	-2.39717796727817	14.286433746369	-10.2343784397367	5.12695086071179e-08	6.51305140961568e-07	8.82547161005738	AAGAB	Alpha- and gamma-adaptin-binding protein p34	AMP_vs_Beads_unst
